,Year,Month,State,Primary Mode,Etiology,Etiology Status,Setting,Illnesses,Hospitalizations,Info on Hospitalizations,Deaths,Info on Deaths
1321,2009,12,New York,1,Scombroid toxin,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2.0
1322,2009,7,Colorado,1,Plant/Herbal toxins,Confirmed,Private home/residence,6,1.0,6.0,0.0,6.0
1323,2009,2,Georgia,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
1325,2009,12,Minnesota,1,Norovirus,Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
1326,2010,1,Minnesota,1,Norovirus Genogroup II,Confirmed,Private home/residence,27,0.0,27.0,0.0,27.0
1330,2009,9,Missouri,0,Norovirus Genogroup II,Confirmed,School/college/university,41,0.0,41.0,0.0,41.0
1336,2009,6,Utah,3,Legionella pneumophila,Confirmed,Hotel/Motel/Lodge/Inn,5,5.0,5.0,0.0,5.0
1337,2009,8,Utah,3,Giardia duodenalis,Confirmed,Subdivision/Neighborhood,8,0.0,8.0,0.0,8.0
1339,2009,1,Florida,1,Norovirus,Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
1340,2009,1,Florida,1,Bacillus cereus,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
1342,2009,12,Tennessee,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,11,2.0,11.0,0.0,11.0
1343,2009,1,Florida,1,Bacillus cereus,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
1344,2009,2,Florida,1,Staphylococcus aureus,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
1345,2009,1,Florida,1,Staphylococcus aureus,Suspected,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
1346,2009,2,Florida,1,Bacillus cereus,Suspected,Restaurant - Sit-down dining,6,0.0,6.0,0.0,6.0
1347,2009,12,Minnesota,1,Other - Bacterium,Suspected,Prison/jail,167,0.0,0.0,0.0,0.0
1348,2009,12,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,80,0.0,80.0,1.0,80.0
1350,2009,7,Florida,1,Ciguatoxin,Confirmed,Private home/residence,4,0.0,4.0,0.0,4.0
1352,2009,5,Florida,1,Norovirus Genogroup II,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",14,1.0,14.0,0.0,14.0
1353,2009,5,Florida,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,14,5.0,14.0,0.0,14.0
1354,2009,8,California,1,Campylobacter jejuni,Confirmed,Private home/residence; Grocery store,12,0.0,12.0,0.0,12.0
1357,2009,12,California,1,Norovirus unknown,Suspected,Other,19,0.0,19.0,0.0,19.0
1359,2010,1,Illinois,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,9,0.0,5.0,0.0,5.0
1362,2009,11,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,77,1.0,77.0,0.0,77.0
1363,2009,12,North Dakota,1,Norovirus Genogroup II,Confirmed,Banquet Facility (food prepared and served on-site),24,0.0,24.0,0.0,24.0
1364,2010,1,Tennessee,1,Norovirus Genogroup II,Confirmed,Unknown,13,0.0,13.0,0.0,13.0
1365,2010,1,Tennessee,0,Norovirus Genogroup II,Suspected,"Other, specify",26,4.0,26.0,0.0,26.0
1372,2009,12,Colorado,1,Clostridium perfringens,Confirmed,Prison/jail,118,0.0,46.0,0.0,46.0
1374,2009,11,Colorado,1,Norovirus,Confirmed,Restaurant - Sit-down dining,34,1.0,34.0,0.0,34.0
1375,2009,8,Colorado,1,Salmonella enterica,Confirmed,Caterer (food prepared off-site from where served),27,1.0,27.0,0.0,27.0
1380,2009,7,Maryland,0,Shigella sonnei,Confirmed,Child day care,5,1.0,5.0,0.0,5.0
1381,2010,1,Massachusetts,0,Norovirus,Confirmed,Other healthcare facility,25,0.0,25.0,0.0,25.0
1383,2010,1,Illinois,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0.0,9.0,0.0,9.0
1384,2009,12,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,57,0.0,57.0,0.0,57.0
1386,2010,1,Maryland,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,5,0.0,5.0,0.0,5.0
1387,2009,10,Nevada,1,Clostridium perfringens,Confirmed,Restaurant - Sit-down dining,17,0.0,17.0,0.0,17.0
1388,2010,1,Massachusetts,0,Norovirus,Confirmed,Hospital,4,0.0,4.0,0.0,4.0
1389,2010,1,Massachusetts,0,Norovirus,Confirmed,Long-term care/nursing home/assisted living facility,21,3.0,21.0,0.0,21.0
1390,2009,2,Nevada,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,11,0.0,11.0,0.0,11.0
1391,2009,3,Pennsylvania,0,Shigella sonnei,Suspected,Private home/residence,5,0.0,5.0,0.0,5.0
1392,2010,1,New York,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining,16,0.0,16.0,0.0,16.0
1393,2009,2,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,85,0.0,85.0,0.0,85.0
1394,2010,1,New York,1,Campylobacter jejuni,Confirmed,Other,20,1.0,20.0,0.0,20.0
1395,2009,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,33,0.0,2.0,0.0,2.0
1397,2009,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,31,0.0,31.0,0.0,31.0
1398,2009,11,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,9,0.0,9.0,0.0,9.0
1400,2009,4,Maryland,0,Salmonella enterica,Suspected,Child day care,4,0.0,4.0,0.0,4.0
1404,2009,11,South Carolina,1,Norovirus Genogroup II,Confirmed,Private home/residence,6,0.0,5.0,0.0,5.0
1405,2010,1,Connecticut,1,Norovirus Genogroup II,Confirmed,Restaurant - other or unknown type,36,0.0,36.0,0.0,36.0
1406,2010,1,Connecticut,1,Norovirus Genogroup II,Confirmed,Restaurant - other or unknown type; Private home/residence,8,0.0,8.0,0.0,8.0
1407,2009,6,Maryland,0,Shigella sonnei,Confirmed,"Other, specify",9,1.0,9.0,0.0,9.0
1408,2010,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,63,0.0,63.0,0.0,63.0
1409,2009,12,Tennessee,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,40,1.0,1.0,0.0,40.0
1411,2009,4,Maine,0,Norovirus Genogroup II,Suspected,Hospital,35,0.0,35.0,0.0,35.0
1418,2010,1,Minnesota,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
1419,2010,1,Minnesota,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7.0
1420,2010,1,Minnesota,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,6.0,0.0,6.0
1421,2010,1,Minnesota,1,Clostridium perfringens,Suspected,Restaurant - Sit-down dining,20,0.0,20.0,0.0,20.0
1428,2009,2,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,64,0.0,64.0,0.0,64.0
1433,2010,1,Tennessee,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,10,0.0,10.0,0.0,10.0
1434,2009,12,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,77,0.0,77.0,0.0,77.0
1438,2009,6,Maryland,1,Salmonella enterica; Clostridium other,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",9,1.0,9.0,0.0,9.0
1444,2009,2,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,31,0.0,0.0,0.0,0.0
1447,2010,1,Kansas,0,Norovirus unknown,Confirmed,School/college/university,25,0.0,23.0,0.0,23.0
1448,2010,1,Kansas,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0.0,2.0,0.0,2.0
1449,2009,10,Kansas,0,Shigella sonnei,Confirmed,School/college/university,102,0.0,0.0,0.0,102.0
1450,2009,10,Kansas,0,Shigella sonnei,Confirmed,School/college/university,6,0.0,0.0,0.0,6.0
1452,2009,11,Pennsylvania,1,Ciguatoxin,Confirmed,Private home/residence,3,2.0,3.0,0.0,3.0
1453,2009,3,West Virginia,0,Rotavirus,Confirmed,"Other, specify",10,0.0,0.0,0.0,0.0
1456,2009,12,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,61,0.0,61.0,0.0,61.0
1468,2010,1,Connecticut,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",8,0.0,8.0,0.0,8.0
1474,2010,1,Michigan,1,Norovirus Genogroup II,Confirmed,Restaurant - other or unknown type,68,2.0,36.0,0.0,36.0
1481,2010,1,Wisconsin,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Caterer (food prepared off-site from where served)",205,0.0,203.0,0.0,203.0
1483,2010,1,Wisconsin,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,30,0.0,30.0,0.0,30.0
1485,2010,1,Minnesota,1,Norovirus Genogroup II,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence",4,0.0,4.0,0.0,4.0
1486,2010,1,Wisconsin,0,Norovirus Genogroup II; Norovirus Genogroup I,Confirmed; Suspected,Long-term care/nursing home/assisted living facility,14,0.0,14.0,0.0,14.0
1488,2010,1,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,55,0.0,55.0,0.0,55.0
1489,2010,1,Texas,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,55,3.0,55.0,1.0,55.0
1493,2009,4,Arizona,1,Norovirus Genogroup II,Confirmed,Banquet Facility (food prepared and served on-site),30,0.0,21.0,0.0,21.0
1494,2010,1,Arizona,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,12,0.0,8.0,0.0,8.0
1498,2010,1,Iowa,0,Norovirus Genogroup II,Confirmed,"Other, specify",30,0.0,30.0,0.0,30.0
1499,2009,12,Ohio,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),21,0.0,19.0,0.0,19.0
1501,2010,2,Minnesota,1,Norovirus,Suspected,Restaurant - Sit-down dining,14,0.0,14.0,0.0,14.0
1502,2010,1,Minnesota,0,Norovirus Genogroup II,Suspected,School/college/university,16,0.0,6.0,0.0,6.0
1505,2010,1,Connecticut,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,20,1.0,20.0,0.0,20.0
1507,2009,12,Connecticut,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,49,2.0,49.0,0.0,49.0
1508,2010,1,Tennessee,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,100,3.0,3.0,1.0,100.0
1509,2010,1,Tennessee,0,Norovirus Genogroup I,Confirmed,"Other, specify",24,0.0,14.0,0.0,14.0
1513,2009,12,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,5,0.0,5.0,0.0,5.0
1515,2010,1,Ohio,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,8,0.0,8.0,0.0,8.0
1519,2009,12,Arizona,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,23,0.0,23.0,0.0,23.0
1520,2009,6,Arizona,0,Shigella sonnei,Suspected,Child day care,10,0.0,10.0,0.0,10.0
1522,2010,1,New York,1,Norovirus unknown,Suspected,Private home/residence; Caterer (food prepared off-site from where served); Other,35,0.0,3.0,0.0,3.0
1523,2009,12,Pennsylvania,0,Norovirus Genogroup I,Suspected,Child day care,29,0.0,28.0,0.0,29.0
1524,2010,1,New York,1,Norovirus,Confirmed,Restaurant - other or unknown type,30,2.0,30.0,0.0,30.0
1533,2010,1,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,34,0.0,34.0,0.0,34.0
1538,2009,12,Oregon,1,Norovirus Genogroup II,Confirmed,Restaurant - other or unknown type; Other,4,0.0,4.0,0.0,4.0
1539,2010,1,Oregon,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,18,0.0,18.0,0.0,18.0
1541,2009,10,Oregon,4,Salmonella enterica,Confirmed,School/college/university,25,2.0,25.0,0.0,25.0
1544,2010,1,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,42,3.0,42.0,0.0,42.0
1545,2009,12,Ohio,1,Norovirus Genogroup II,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0.0,3.0,0.0,3.0
1546,2010,2,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,18,0.0,18.0,0.0,18.0
1547,2010,1,Florida,1,Bacillus cereus,Confirmed,Caterer (food prepared off-site from where served); Grocery store,17,0.0,17.0,0.0,17.0
1548,2010,1,Florida,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
1554,2010,1,Florida,1,Norovirus Genogroup I,Suspected,Restaurant - Sit-down dining,19,0.0,19.0,0.0,19.0
1559,2010,1,Wisconsin,0,Norovirus unknown,Suspected,Long-term care/nursing home/assisted living facility,51,0.0,51.0,0.0,51.0
1560,2010,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,29,1.0,29.0,0.0,29.0
1561,2009,9,Oregon,2,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,4,2.0,4.0,0.0,4.0
1563,2010,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,96,0.0,96.0,0.0,96.0
1564,2010,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,36,0.0,36.0,0.0,36.0
1565,2010,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,51,0.0,51.0,0.0,51.0
1569,2009,4,Maine,0,Rotavirus,Suspected,Child day care,4,2.0,4.0,0.0,4.0
1570,2010,1,Illinois,1,Norovirus Genogroup II,Confirmed,Private home/residence,20,0.0,20.0,0.0,20.0
1572,2010,2,Pennsylvania,0,Norovirus,Suspected,"Other, specify",14,2.0,14.0,0.0,14.0
1574,2009,9,Illinois,3,Legionella pneumophila,Confirmed,Assisted Living/Rehab,8,8.0,8.0,2.0,8.0
1575,2010,1,Pennsylvania,0,Norovirus,Suspected,Long-term care/nursing home/assisted living facility,49,0.0,49.0,0.0,49.0
1593,2009,12,Alabama,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining,10,2.0,10.0,0.0,10.0
1595,2010,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,68,1.0,68.0,0.0,68.0
1596,2010,1,Pennsylvania,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,131,2.0,131.0,0.0,131.0
1598,2010,1,Florida,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
1607,2010,2,Minnesota,1,Norovirus Genogroup II,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",4,0.0,4.0,0.0,4.0
1609,2010,2,Minnesota,1,Norovirus Genogroup II,Suspected,School/college/university,25,0.0,25.0,0.0,25.0
1612,2010,1,Ohio,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,49,3.0,49.0,1.0,49.0
1613,2010,2,Illinois,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,28,0.0,28.0,0.0,28.0
1614,2009,8,Florida,3,Cryptosporidium,Confirmed,Park - Waterpark,5,0.0,5.0,0.0,5.0
1615,2009,12,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,108,0.0,108.0,0.0,108.0
1617,2010,1,South Carolina,0,Norovirus Genogroup II,Confirmed,"Other, specify",36,0.0,36.0,0.0,36.0
1618,2010,1,South Carolina,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,88,0.0,88.0,0.0,88.0
1619,2009,12,West Virginia,1,Salmonella enterica,Confirmed,Private home/residence,6,1.0,6.0,0.0,6.0
1620,2009,10,Colorado,1,Staphylococcus aureus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
1621,2010,1,West Virginia,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,127,0.0,0.0,0.0,0.0
1625,2010,1,Wisconsin,0,Norovirus Genogroup I,Confirmed,Long-term care/nursing home/assisted living facility,21,1.0,21.0,0.0,21.0
1628,2010,2,Wisconsin,1,Norovirus Genogroup II,Confirmed,School/college/university,44,0.0,44.0,0.0,44.0
1630,2010,1,Connecticut,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,8,0.0,8.0,0.0,8.0
1633,2010,1,Massachusetts,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26.0
1634,2010,2,Colorado,1,Campylobacter jejuni,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
1636,2010,2,Illinois,1,Salmonella enterica,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; Private home/residence",2,0.0,2.0,0.0,2.0
1637,2010,1,South Carolina,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,38,1.0,38.0,1.0,38.0
1638,2010,1,South Carolina,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,79,0.0,79.0,0.0,79.0
1640,2009,7,California,1,Bacillus cereus; Clostridium perfringens,Suspected; Suspected,Caterer (food prepared off-site from where served),44,0.0,9.0,0.0,9.0
1641,2009,11,California,1,Clostridium perfringens; Bacillus cereus,Suspected; Suspected,Restaurant - other or unknown type,20,1.0,6.0,0.0,10.0
1643,2009,12,California,1,Norovirus unknown,Confirmed,Caterer (food prepared off-site from where served); Office/indoor workplace,14,0.0,14.0,0.0,14.0
1644,2009,12,California,1,Norovirus,Suspected,Banquet Facility (food prepared and served on-site),14,0.0,13.0,0.0,13.0
1645,2010,2,Wisconsin,0,Norovirus Genogroup II,Confirmed,Hospital,99,0.0,99.0,0.0,99.0
1646,2010,2,Minnesota,1,Norovirus,Confirmed,Restaurant - other or unknown type,7,0.0,7.0,0.0,7.0
1647,2010,2,Illinois,1,Shigella sonnei,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",314,13.0,314.0,1.0,314.0
1648,2009,9,Washington,1,Norovirus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
1649,2009,6,Washington,1,Norovirus,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
1651,2009,7,Washington,1,Bacillus cereus,Confirmed,Caterer (food prepared off-site from where served),15,0.0,15.0,0.0,15.0
1654,2010,1,Tennessee,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,51,2.0,51.0,0.0,51.0
1655,2010,2,Tennessee,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,26,0.0,26.0,0.0,26.0
1656,2010,2,Tennessee,1,Norovirus Genogroup II; Norovirus Genogroup II,Confirmed; Confirmed,Restaurant - Sit-down dining,7,0.0,7.0,0.0,7.0
1657,2010,2,Tennessee,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Private home/residence,3,0.0,3.0,0.0,3.0
1658,2010,2,Tennessee,1,Norovirus Genogroup I,Suspected,Restaurant - Sit-down dining,4,0.0,4.0,0.0,4.0
1659,2010,2,Tennessee,1,"Norovirus Genogroup II; Escherichia coli, Shiga toxin-producing",Confirmed; Suspected,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),18,0.0,18.0,0.0,18.0
1660,2010,2,Tennessee,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,51,1.0,46.0,0.0,46.0
1661,2010,2,Tennessee,0,Norovirus Genogroup II,Suspected,Long-term care/nursing home/assisted living facility,24,0.0,24.0,0.0,24.0
1663,2010,2,Tennessee,0,Norovirus Genogroup II,Suspected,"Other, specify",18,0.0,18.0,0.0,18.0
1665,2010,1,Florida,1,Norovirus Genogroup II,Confirmed,Restaurant - Sit-down dining,15,0.0,14.0,0.0,15.0
1667,2010,2,Ohio,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,74,1.0,1.0,0.0,74.0
1669,2009,6,Washington,1,Norovirus unknown,Suspected,Camp,56,0.0,56.0,0.0,56.0
1670,2009,9,Washington,1,Other - Chemical/Toxin,Suspected,Restaurant - Sit-down dining,3,0.0,3.0,0.0,3.0
1672,2010,2,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,93,1.0,93.0,1.0,93.0
1682,2010,2,Hawaii,2,Norovirus Genogroup II,Confirmed,Unknown,35,0.0,35.0,0.0,35.0
1683,2010,2,New York,1,Norovirus unknown,Confirmed,Restaurant - Sit-down dining,8,2.0,8.0,0.0,8.0
1684,2009,8,Washington,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,2,0.0,2.0,0.0,2.0
1685,2010,2,Connecticut,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,48,1.0,48.0,0.0,48.0
1690,2010,2,Illinois,1,Norovirus Genogroup II,Suspected,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),20,0.0,18.0,0.0,18.0
1691,2010,2,Massachusetts,0,Norovirus unknown,Confirmed,Long-term care/nursing home/assisted living facility,29,5.0,29.0,0.0,29.0
1694,2010,2,Wisconsin,0,Norovirus Genogroup II,Confirmed,Long-term care/nursing home/assisted living facility,19,0.0,19.0,0.0,19.0
1695,2009,6,Puerto Rico,1,Staphylococcus aureus; Bacillus cereus; Enterobacter other,Confirmed; Confirmed; Suspected,Caterer (food prepared off-site from where served),18,0.0,18.0,0.0,18.0
1696,2009,7,Washington,1,Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica,Confirmed; Confirmed; Suspected; Confirmed,Restaurant - Sit-down dining,17,3.0,17.0,0.0,17.0
1699,2009,3,Washington,1,Hepatitis A,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0.0,6.0,0.0,6.0
1700,2009,9,Washington,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,4,1.0,4.0,0.0,4.0
1701,2009,9,Washington,1,"Escherichia coli, Shiga toxin-producing",Confirmed,Restaurant - Sit-down dining,2,1.0,2.0,0.0,2.0
1703,2010,2,Virginia,0,Salmonella enterica,Confirmed,School/college/university,6,0.0,6.0,0.0,6.0
1706,2009,10,Washington,1,Salmonella enterica,Confirmed,Restaurant - Sit-down dining,5,3.0,5.0,0.0,5.0
1707,2009,11,Washington,1,Norovirus,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",10,0.0,8.0,0.0,8.0
